event_id,source_id,bess_id,dominant_state,start_utc,end_utc,duration_sec,row_count,max_score,top_categories,top_reason,max_pcs_phase_voltage_imbalance,max_pcs_phase_current_imbalance,max_pcs_dc_current_vs_bms_current_delta,max_pcs_dc_voltage_vs_bms_voltage_delta,max_bms_cell_voltage_spread,max_bms_temperature_spread,max_pcs_fault_flag_count,max_bms_fault_flag_count
172,external_ems_2,bess_2,warning,2026-08-15T05:31:27.618573+00:00,2026-08-15T05:31:28.629766+00:00,1.011,2,0.671,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 9.3; PCS DC current and BMS current mismatch: 82.1,0.3,2.1,82.1,9.3,2.0,1.3,0.0,0.0
173,external_ems_2,bess_2,warning,2026-08-15T05:33:21.618999+00:00,2026-08-15T05:33:22.629767+00:00,1.011,2,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 61.1,0.5,0.5,61.1,6.5,2.0,1.4,0.0,0.0
174,external_ems_2,bess_2,warning,2026-08-15T05:33:53.618657+00:00,2026-08-15T05:33:54.629089+00:00,1.01,2,0.5555,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 54.3,0.3,1.7,54.3,5.8,2.0,1.4,0.0,0.0
175,external_ems_2,bess_2,warning,2026-08-15T05:35:49.618621+00:00,2026-08-15T05:35:54.618567+00:00,5.0,6,0.6559,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.0; PCS DC current and BMS current mismatch: 59.8,0.5,1.6,66.5,7.1,2.0,1.4,0.0,0.0
176,external_ems_2,bess_2,warning,2026-08-15T05:37:47.618868+00:00,2026-08-15T05:37:48.629529+00:00,1.011,2,0.6068,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 57.5,1.0,2.5,57.5,5.8,2.0,1.4,0.0,0.0
177,external_ems_2,bess_2,warning,2026-08-15T05:41:06.630204+00:00,2026-08-15T05:41:10.618554+00:00,3.988,5,0.6655,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.5; PCS DC current and BMS current mismatch: 85.9,1.1,3.7,85.9,8.5,1.0,1.3,0.0,0.0
178,external_ems_2,bess_2,warning,2026-08-15T05:43:01.618583+00:00,2026-08-15T05:43:04.619065+00:00,3.0,4,0.6419,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.1; PCS DC current and BMS current mismatch: 58.7,2.5,2.0,58.7,8.1,2.0,1.5,0.0,0.0
179,external_ems_2,bess_2,warning,2026-08-15T05:46:56.618795+00:00,2026-08-15T05:46:59.618585+00:00,3.0,4,0.5626,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.2; PCS DC current and BMS current mismatch: 55.0,0.5,0.5,55.0,5.2,2.0,1.5,0.0,0.0
180,external_ems_2,bess_2,warning,2026-08-15T05:48:54.618569+00:00,2026-08-15T05:48:55.628716+00:00,1.01,2,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 60.1,0.1,2.1,60.1,6.5,2.0,1.6,0.0,0.0
181,external_ems_2,bess_2,warning,2026-08-15T05:52:55.619854+00:00,2026-08-15T05:53:02.618676+00:00,6.999,4,0.6524,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.6; PCS DC current and BMS current mismatch: 66.0,4.6,7.1,66.0,6.6,2.0,1.6,0.0,0.0
182,external_ems_2,bess_2,warning,2026-08-15T05:54:49.629462+00:00,2026-08-15T05:54:54.618555+00:00,4.989,6,0.651,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.4; PCS DC current and BMS current mismatch: 65.4,0.8,3.5,65.4,6.4,2.0,1.6,0.0,0.0
183,external_ems_1,bess_1,warning,2026-08-15T05:17:15.618572+00:00,2026-08-15T05:17:39.618870+00:00,24.0,25,0.669,pcs_fault_or_alarm,PCS fault or alarm flags active: 2.0,0.8,0.3,0.1,2.8,1.0,1.9,2.0,0.0
184,external_ems_2,bess_2,warning,2026-08-15T05:56:44.629367+00:00,2026-08-15T05:56:50.618588+00:00,5.989,7,0.545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 53.6,2.1,4.1,53.6,5.9,2.0,1.5,0.0,0.0
185,external_ems_2,bess_2,warning,2026-08-15T05:58:43.618573+00:00,2026-08-15T05:58:50.630100+00:00,7.012,4,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 42.3,2.4,3.7,62.7,6.9,2.0,1.5,0.0,0.0
186,external_ems_2,bess_2,warning,2026-08-15T06:00:45.618582+00:00,2026-08-15T06:00:50.618571+00:00,5.0,6,0.6683,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.2; PCS DC current and BMS current mismatch: 52.4,0.5,2.4,74.3,8.9,2.0,1.5,0.0,0.0
187,external_ems_2,bess_2,warning,2026-08-15T06:04:43.618570+00:00,2026-08-15T06:04:44.618574+00:00,1.0,2,0.5757,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.4; PCS DC current and BMS current mismatch: 55.3,0.3,1.5,55.3,6.4,1.0,1.5,0.0,0.0
188,external_ems_2,bess_2,warning,2026-08-15T06:08:37.618523+00:00,2026-08-15T06:08:38.628841+00:00,1.01,2,0.432,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 46.6,0.3,1.5,46.6,5.8,1.0,1.5,0.0,0.0
189,external_ems_2,bess_2,warning,2026-08-15T06:10:32.629509+00:00,2026-08-15T06:10:37.618576+00:00,4.989,6,0.6338,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 49.8,0.4,0.6,59.1,6.0,2.0,1.5,0.0,0.0
190,external_ems_2,bess_2,warning,2026-08-15T06:12:27.619285+00:00,2026-08-15T06:12:39.618568+00:00,11.999,7,0.6614,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 50.1,0.4,1.7,70.4,7.9,2.0,1.5,0.0,0.0
191,external_ems_2,bess_2,warning,2026-08-15T06:14:32.618674+00:00,2026-08-15T06:14:37.618583+00:00,5.0,6,0.6586,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.5; PCS DC current and BMS current mismatch: 80.5,0.2,0.2,80.5,7.5,1.0,1.5,0.0,0.0
192,external_ems_2,bess_2,warning,2026-08-15T06:16:28.618782+00:00,2026-08-15T06:16:34.618572+00:00,6.0,7,0.6572,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.3; PCS DC current and BMS current mismatch: 66.2,0.3,2.3,72.9,7.3,2.0,1.5,0.0,0.0
193,external_ems_2,bess_2,warning,2026-08-15T06:18:26.618592+00:00,2026-08-15T06:18:34.629312+00:00,8.011,4,0.5388,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 46.5,0.5,1.5,53.6,5.4,3.0,1.5,0.0,0.0
194,external_ems_2,bess_2,warning,2026-08-15T06:20:33.628939+00:00,2026-08-15T06:20:34.618583+00:00,0.99,2,0.6738,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 9.7; PCS DC current and BMS current mismatch: 89.2,0.4,3.0,89.2,9.7,3.0,1.5,0.0,0.0
195,external_ems_2,bess_2,warning,2026-08-15T06:24:22.627283+00:00,2026-08-15T06:24:27.630826+00:00,5.004,6,0.6144,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 43.2,0.4,2.0,57.8,6.2,1.0,1.5,0.0,0.0
196,external_ems_2,bess_2,warning,2026-08-15T06:28:19.618575+00:00,2026-08-15T06:28:25.628669+00:00,6.01,7,0.6497,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.2; PCS DC current and BMS current mismatch: 70.0,1.6,4.9,70.0,6.2,2.0,1.5,0.0,0.0
197,external_ems_2,bess_2,warning,2026-08-15T06:30:22.618603+00:00,2026-08-15T06:30:25.618941+00:00,3.0,4,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 67.4,0.9,2.7,67.4,6.9,1.0,1.6,0.0,0.0
198,external_ems_2,bess_2,warning,2026-08-15T06:34:16.618717+00:00,2026-08-15T06:34:19.628897+00:00,3.01,4,0.4891,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 50.5,0.7,4.0,50.5,4.3,2.0,1.7,0.0,0.0
199,external_ems_2,bess_2,warning,2026-08-15T06:36:10.618607+00:00,2026-08-15T06:36:13.618642+00:00,3.0,4,0.4281,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.7,1.0,1.5,46.7,4.3,2.0,1.7,0.0,0.0
200,external_ems_2,bess_2,warning,2026-08-15T06:38:10.629128+00:00,2026-08-15T06:38:13.618576+00:00,2.989,4,0.4698,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 49.3,0.4,0.6,49.3,4.6,2.0,1.8,0.0,0.0
201,external_ems_2,bess_2,warning,2026-08-15T06:40:08.631072+00:00,2026-08-15T06:40:13.628685+00:00,4.998,6,0.6045,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 57.7,0.3,0.2,57.7,0.3,2.0,1.7,0.0,0.0
202,external_ems_2,bess_2,warning,2026-08-15T06:42:03.618574+00:00,2026-08-15T06:42:13.619080+00:00,10.001,9,0.5202,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 52.1,1.0,1.4,52.1,5.8,2.0,1.7,0.0,0.0
203,external_ems_2,bess_2,warning,2026-08-15T06:44:08.618591+00:00,2026-08-15T06:44:09.618572+00:00,1.0,2,0.6497,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 59.7,5.0,3.4,59.7,6.9,2.0,1.7,0.0,0.0
204,external_ems_2,bess_2,warning,2026-08-15T06:48:03.629731+00:00,2026-08-15T06:48:07.629048+00:00,3.999,5,0.6593,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.6; PCS DC current and BMS current mismatch: 74.0,0.7,3.2,74.0,7.6,2.0,1.7,0.0,0.0
205,external_ems_2,bess_2,warning,2026-08-15T06:49:57.618860+00:00,2026-08-15T06:50:03.618596+00:00,6.0,7,0.5757,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 49.7,2.5,3.2,55.6,5.8,3.0,1.7,0.0,0.0
206,external_ems_2,bess_2,warning,2026-08-15T06:51:56.618584+00:00,2026-08-15T06:52:01.629180+00:00,5.011,6,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 64.9,0.2,0.2,64.9,6.5,2.0,1.7,0.0,0.0
207,external_ems_2,bess_2,warning,2026-08-15T06:53:51.630032+00:00,2026-08-15T06:54:01.618842+00:00,9.989,9,0.6641,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.3; PCS DC current and BMS current mismatch: 69.4,0.3,2.1,69.4,8.3,1.0,1.7,0.0,0.0
208,external_ems_2,bess_2,warning,2026-08-15T06:57:50.618571+00:00,2026-08-15T06:57:56.618624+00:00,6.0,7,0.5058,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 47.1,0.3,0.5,51.2,5.8,2.0,1.8,0.0,0.0
209,external_ems_2,bess_2,warning,2026-08-15T07:01:51.618791+00:00,2026-08-15T07:01:52.618562+00:00,1.0,2,0.6731,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 9.6; PCS DC current and BMS current mismatch: 92.8,0.2,2.4,92.8,9.6,2.0,1.8,0.0,0.0
210,external_ems_2,bess_2,warning,2026-08-15T07:05:45.629204+00:00,2026-08-15T07:05:46.618564+00:00,0.989,2,0.6607,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.8; PCS DC current and BMS current mismatch: 79.1,0.2,2.1,79.1,7.8,2.0,1.7,0.0,0.0
211,external_ems_2,bess_2,warning,2026-08-15T07:07:39.618577+00:00,2026-08-15T07:07:47.618764+00:00,8.0,4,0.4474,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 45.3,0.3,2.1,47.9,5.0,2.0,1.8,0.0,0.0
212,external_ems_2,bess_2,warning,2026-08-15T07:11:36.618573+00:00,2026-08-15T07:11:40.629225+00:00,4.011,5,0.4258,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 46.3,0.9,1.6,46.3,5.6,2.0,1.8,0.0,0.0
213,external_ems_2,bess_2,warning,2026-08-15T07:49:15.629266+00:00,2026-08-15T07:49:16.618596+00:00,0.989,2,0.4403,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 47.2,0.4,2.1,47.2,5.6,2.0,1.8,0.0,0.0
214,external_ems_2,bess_2,warning,2026-08-15T07:53:16.629018+00:00,2026-08-15T07:53:17.618567+00:00,0.99,2,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.8; PCS DC current and BMS current mismatch: 63.8,0.4,1.8,63.8,6.8,3.0,1.8,0.0,0.0
215,external_ems_2,bess_2,warning,2026-08-15T08:05:49.618767+00:00,2026-08-15T08:05:50.629427+00:00,1.011,2,0.6531,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.7; PCS DC current and BMS current mismatch: 62.2,1.9,1.8,62.2,6.7,2.0,1.8,0.0,0.0
216,external_ems_2,bess_2,warning,2026-08-15T08:07:44.618562+00:00,2026-08-15T08:07:48.619081+00:00,4.001,5,0.5026,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 51.3,0.4,0.3,51.3,5.1,1.0,1.8,0.0,0.0
217,external_ems_2,bess_2,warning,2026-08-15T08:09:38.618955+00:00,2026-08-15T08:09:41.618653+00:00,3.0,4,0.4009,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 45.0,0.5,2.5,45.0,4.3,2.0,1.9,0.0,0.0
218,external_ems_2,bess_2,warning,2026-08-15T08:58:40.618581+00:00,2026-08-15T08:58:43.618579+00:00,3.0,4,0.6593,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.6; PCS DC current and BMS current mismatch: 77.6,0.2,0.3,77.6,7.6,4.0,1.6,0.0,0.0
219,external_ems_2,bess_2,warning,2026-08-15T09:02:15.618580+00:00,2026-08-15T09:02:18.618723+00:00,3.0,4,0.4153,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 45.9,0.4,0.7,45.9,3.6,4.0,1.6,0.0,0.0
220,external_ems_2,bess_2,warning,2026-08-15T09:04:15.618583+00:00,2026-08-15T09:04:18.618575+00:00,3.0,4,0.6462,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 68.8,0.5,0.2,68.8,5.7,3.0,1.6,0.0,0.0
221,external_ems_2,bess_2,warning,2026-08-15T09:06:09.618838+00:00,2026-08-15T09:06:13.629428+00:00,4.011,5,0.5731,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 55.4,2.2,1.9,55.4,5.8,3.0,1.6,0.0,0.0
222,external_ems_2,bess_2,warning,2026-08-15T09:08:14.628708+00:00,2026-08-15T09:08:15.618609+00:00,0.99,2,0.6006,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 57.2,4.4,4.0,57.2,5.6,5.0,1.6,0.0,0.0
223,external_ems_2,bess_2,warning,2026-08-15T09:10:08.618576+00:00,2026-08-15T09:10:13.629412+00:00,5.011,6,0.4409,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 47.5,0.9,3.3,47.5,5.1,3.0,1.6,0.0,0.0
224,external_ems_2,bess_2,warning,2026-08-15T09:12:08.628683+00:00,2026-08-15T09:12:13.618562+00:00,4.99,6,0.6237,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 58.9,1.0,2.9,58.9,3.4,3.0,1.6,0.0,0.0
225,external_ems_2,bess_2,warning,2026-08-15T09:14:03.619015+00:00,2026-08-15T09:14:09.618647+00:00,6.0,7,0.6607,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 46.5,1.3,2.3,74.7,7.8,3.0,1.7,0.0,0.0
226,external_ems_2,bess_2,warning,2026-08-15T09:16:02.629706+00:00,2026-08-15T09:16:09.619370+00:00,6.99,4,0.6497,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 46.1,4.6,4.2,60.1,6.2,3.0,1.7,0.0,0.0
227,external_ems_2,bess_2,warning,2026-08-15T09:19:57.618935+00:00,2026-08-15T09:20:03.618574+00:00,6.0,7,0.3631,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 42.6,2.7,2.2,42.6,5.1,2.0,1.7,0.0,0.0
228,external_ems_2,bess_2,warning,2026-08-15T09:21:58.618572+00:00,2026-08-15T09:22:03.618565+00:00,5.0,6,0.6531,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 50.0,1.4,4.1,62.6,6.7,3.0,1.6,0.0,0.0
229,external_ems_2,bess_2,warning,2026-08-15T09:23:58.628700+00:00,2026-08-15T09:24:01.618878+00:00,2.99,4,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 71.8,0.7,0.9,71.8,6.5,4.0,1.6,0.0,0.0
230,external_ems_2,bess_2,warning,2026-08-15T09:25:52.618582+00:00,2026-08-15T09:26:08.618584+00:00,16.0,8,0.4558,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 48.3,0.6,3.1,48.3,5.3,2.0,1.6,0.0,0.0
231,external_ems_2,bess_2,warning,2026-08-15T09:28:03.628739+00:00,2026-08-15T09:28:04.618575+00:00,0.99,2,0.4169,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.0,0.4,1.6,46.0,4.9,2.0,1.6,0.0,0.0
232,external_ems_2,bess_2,warning,2026-08-15T09:32:42.618577+00:00,2026-08-15T09:32:54.618568+00:00,12.0,13,0.3902,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 5.4; PCS phase current imbalance high: 24.4,5.9,24.4,8.0,1.5,3.0,1.6,0.0,0.0
233,external_ems_2,bess_2,warning,2026-08-15T09:42:47.618653+00:00,2026-08-15T09:42:50.618571+00:00,3.0,4,0.3944,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 44.6,0.2,0.5,44.6,3.4,6.0,1.8,0.0,0.0
234,external_ems_2,bess_2,warning,2026-08-15T09:44:45.619452+00:00,2026-08-15T09:44:46.619217+00:00,1.0,2,0.4382,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 47.2,0.1,2.2,47.2,5.3,7.0,1.8,0.0,0.0
235,external_ems_1,bess_1,warning,2026-08-15T05:58:39.629049+00:00,2026-08-15T05:58:39.629049+00:00,0.0,1,0.4284,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 21.7,21.7,0.2,0.1,3.2,1.0,1.9,0.0,0.0
236,external_ems_1,bess_1,warning,2026-08-15T11:45:26.618584+00:00,2026-08-15T11:45:26.618584+00:00,0.0,1,0.3694,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.4,19.4,0.3,0.0,2.8,1.0,2.0,0.0,0.0
237,external_ems_1,bess_1,warning,2026-08-15T12:00:32.629080+00:00,2026-08-15T12:00:32.629080+00:00,0.0,1,0.4567,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 22.8,22.8,0.2,0.1,2.8,1.0,2.0,0.0,0.0
238,external_ems_2,bess_2,warning,2026-08-15T09:46:39.618593+00:00,2026-08-15T09:46:40.630357+00:00,1.012,2,0.4361,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 47.2,0.5,0.3,47.2,4.2,7.0,1.8,0.0,0.0
239,external_ems_2,bess_2,warning,2026-08-15T14:28:13.629100+00:00,2026-08-15T14:28:13.629100+00:00,0.0,1,0.4941,pcs_phase_current_imbalance,PCS phase current imbalance high: 28.8,0.2,28.8,2.7,0.6,1.0,1.1,0.0,0.0
240,external_ems_1,bess_1,warning,2026-08-15T12:16:34.628678+00:00,2026-08-15T12:16:34.628678+00:00,0.0,1,0.3797,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.8,19.8,0.2,0.3,2.8,1.0,2.0,0.0,0.0
241,external_ems_2,bess_2,warning,2026-08-15T15:42:46.618559+00:00,2026-08-15T15:42:46.618559+00:00,0.0,1,0.4585,pcs_phase_current_imbalance,PCS phase current imbalance high: 27.3,4.8,27.3,4.5,0.8,1.0,1.0,0.0,0.0
242,external_ems_2,bess_2,warning,2026-08-15T17:00:48.618576+00:00,2026-08-15T17:00:48.618576+00:00,0.0,1,0.4311,pcs_phase_current_imbalance;bms_cell_voltage_spread,PCS phase current imbalance high: 25.9; BMS cell voltage spread high: 9.0,0.3,25.9,9.1,2.1,9.0,1.0,0.0,0.0
243,external_ems_1,bess_1,warning,2026-08-15T15:43:21.629675+00:00,2026-08-15T15:43:21.629675+00:00,0.0,1,0.3797,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.8,19.8,0.2,0.0,2.7,1.0,1.7,0.0,0.0
244,external_ems_2,bess_2,warning,2026-08-15T17:48:10.628704+00:00,2026-08-15T17:48:10.628704+00:00,0.0,1,0.5511,pcs_phase_current_imbalance,PCS phase current imbalance high: 31.2,0.6,31.2,12.8,2.6,2.0,1.0,0.0,0.0
245,external_ems_2,bess_2,warning,2026-08-15T23:09:05.629505+00:00,2026-08-15T23:09:05.629505+00:00,0.0,1,0.4513,pcs_phase_current_imbalance,PCS phase current imbalance high: 27.0,1.7,27.0,1.8,1.1,1.0,0.8,0.0,0.0
246,external_ems_2,bess_2,warning,2026-08-16T00:53:07.630208+00:00,2026-08-16T00:53:07.630208+00:00,0.0,1,0.3577,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 23.0; PCS DC current and BMS current mismatch: 21.3,0.4,23.0,21.3,2.6,1.0,0.7,0.0,0.0
247,external_ems_2,bess_2,warning,2026-08-16T03:31:28.629495+00:00,2026-08-16T03:31:29.618579+00:00,0.989,2,0.3853,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 5.3; PCS DC current and BMS current mismatch: 44.0,5.3,2.8,44.0,3.1,1.0,0.7,0.0,0.0
248,external_ems_2,bess_2,warning,2026-08-16T05:49:28.618729+00:00,2026-08-16T05:49:28.618729+00:00,0.0,1,0.5439,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 26.2,26.2,3.0,9.7,2.1,1.0,0.9,0.0,0.0
249,external_ems_2,bess_2,warning,2026-08-16T06:01:57.628665+00:00,2026-08-16T06:02:00.618564+00:00,2.99,4,0.4025,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 45.1,3.2,2.9,45.1,4.8,2.0,1.0,0.0,0.0
250,external_ems_2,bess_2,warning,2026-08-16T06:04:04.618582+00:00,2026-08-16T06:04:07.618570+00:00,3.0,4,0.6634,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.2; PCS DC current and BMS current mismatch: 81.0,1.2,4.4,81.0,8.2,2.0,0.9,0.0,0.0
251,external_ems_2,bess_2,warning,2026-08-16T06:05:57.618751+00:00,2026-08-16T06:06:03.618572+00:00,6.0,7,0.6531,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.7; PCS DC current and BMS current mismatch: 64.7,2.0,2.7,64.7,6.7,2.0,0.9,0.0,0.0
252,external_ems_2,bess_2,warning,2026-08-16T06:54:55.618574+00:00,2026-08-16T06:54:56.629143+00:00,1.011,2,0.6503,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.3; PCS DC current and BMS current mismatch: 63.4,1.0,1.6,63.4,6.3,5.0,1.0,0.0,0.0
253,external_ems_2,bess_2,warning,2026-08-16T06:57:14.629388+00:00,2026-08-16T06:57:14.629388+00:00,0.0,1,0.4323,pcs_phase_current_imbalance,PCS phase current imbalance high: 26.2,0.5,26.2,1.6,1.2,5.0,1.0,0.0,0.0
254,external_ems_2,bess_2,warning,2026-08-16T07:02:46.618674+00:00,2026-08-16T07:02:49.618800+00:00,3.0,4,0.4698,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 49.3,1.1,3.6,49.3,4.6,4.0,1.0,0.0,0.0
255,external_ems_2,bess_2,warning,2026-08-16T07:06:46.618600+00:00,2026-08-16T07:06:49.618640+00:00,3.0,4,0.5663,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.5; PCS DC current and BMS current mismatch: 55.1,0.8,0.9,55.1,5.5,3.0,1.0,0.0,0.0
256,external_ems_2,bess_2,warning,2026-08-16T07:08:38.629893+00:00,2026-08-16T07:08:45.629463+00:00,7.0,4,0.6552,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 51.2,0.6,2.9,60.7,7.0,4.0,1.1,0.0,0.0
