event_id,source_id,bess_id,dominant_state,start_utc,end_utc,duration_sec,row_count,max_score,top_categories,top_reason,max_pcs_phase_voltage_imbalance,max_pcs_phase_current_imbalance,max_pcs_dc_current_vs_bms_current_delta,max_pcs_dc_voltage_vs_bms_voltage_delta,max_bms_cell_voltage_spread,max_bms_temperature_spread,max_pcs_fault_flag_count,max_bms_fault_flag_count
89,external_ems_2,bess_2,warning,2026-08-14T05:38:51.618726+00:00,2026-08-14T05:38:52.629745+00:00,1.011,2,0.4424,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 6.0; PCS DC voltage and BMS voltage mismatch: 5.2; PCS DC current and BMS current mismatch: 47.4,6.0,6.2,47.4,5.2,2.0,1.2,0.0,0.0
90,external_ems_2,bess_2,warning,2026-08-14T05:40:45.618584+00:00,2026-08-14T05:40:51.618691+00:00,6.0,7,0.6621,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.0; PCS DC current and BMS current mismatch: 80.3,0.8,3.6,80.3,8.0,2.0,1.1,0.0,0.0
91,external_ems_2,bess_2,warning,2026-08-14T05:42:41.628689+00:00,2026-08-14T05:42:47.618888+00:00,5.99,7,0.599,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 42.5,2.2,2.9,57.1,5.6,2.0,1.2,0.0,0.0
92,external_ems_2,bess_2,warning,2026-08-14T05:44:40.629365+00:00,2026-08-14T05:44:45.618582+00:00,4.989,6,0.6566,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.2; PCS DC current and BMS current mismatch: 71.6,0.4,0.3,71.6,7.2,2.0,1.2,0.0,0.0
93,external_ems_2,bess_2,warning,2026-08-14T05:46:36.618570+00:00,2026-08-14T05:46:41.629054+00:00,5.01,6,0.6503,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.3; PCS DC current and BMS current mismatch: 61.4,0.5,2.3,61.4,6.3,2.0,1.2,0.0,0.0
94,external_ems_2,bess_2,warning,2026-08-14T05:48:34.618578+00:00,2026-08-14T05:48:42.618588+00:00,8.0,4,0.5438,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 52.1,0.4,1.5,53.7,5.5,2.0,1.2,0.0,0.0
95,external_ems_2,bess_2,warning,2026-08-14T05:52:36.618813+00:00,2026-08-14T05:52:39.618580+00:00,3.0,4,0.5752,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 55.7,1.5,3.7,55.7,5.4,1.0,1.1,0.0,0.0
96,external_ems_2,bess_2,warning,2026-08-14T05:54:30.629193+00:00,2026-08-14T05:54:35.618583+00:00,4.989,6,0.6621,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 42.4,1.9,5.0,83.6,8.0,2.0,1.2,0.0,0.0
97,external_ems_2,bess_2,warning,2026-08-14T06:00:23.618665+00:00,2026-08-14T06:00:41.619013+00:00,18.0,6,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 47.6,0.4,1.6,61.0,6.8,2.0,1.3,0.0,0.0
98,external_ems_2,bess_2,warning,2026-08-14T06:04:08.618573+00:00,2026-08-14T06:04:09.618578+00:00,1.0,2,0.6648,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.4; PCS DC current and BMS current mismatch: 80.3,0.3,1.7,80.3,8.4,3.0,1.3,0.0,0.0
99,external_ems_2,bess_2,warning,2026-08-14T06:06:08.618648+00:00,2026-08-14T06:06:09.618574+00:00,1.0,2,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.8; PCS DC current and BMS current mismatch: 66.0,0.5,1.7,66.0,6.8,2.0,1.3,0.0,0.0
100,external_ems_2,bess_2,warning,2026-08-14T06:12:02.619370+00:00,2026-08-14T06:12:03.618574+00:00,0.999,2,0.6695,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 5.3; PCS DC voltage and BMS voltage mismatch: 9.0; PCS DC current and BMS current mismatch: 86.9,5.3,7.2,86.9,9.0,2.0,1.3,0.0,0.0
101,external_ems_2,bess_2,warning,2026-08-14T06:13:56.629707+00:00,2026-08-14T06:14:01.618578+00:00,4.989,6,0.6429,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 9.0; PCS DC current and BMS current mismatch: 63.2,2.2,9.0,63.2,4.9,2.0,1.3,0.0,0.0
102,external_ems_2,bess_2,warning,2026-08-14T06:18:04.629104+00:00,2026-08-14T06:18:08.618560+00:00,3.989,5,0.651,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 5.1; PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 63.2,7.9,7.6,63.2,5.7,2.0,1.3,0.0,0.0
103,external_ems_2,bess_2,warning,2026-08-14T06:19:58.628801+00:00,2026-08-14T06:20:03.629083+00:00,5.0,6,0.6586,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.1; PCS DC current and BMS current mismatch: 53.8,2.1,4.7,81.0,7.5,2.0,1.3,0.0,0.0
104,external_ems_2,bess_2,warning,2026-08-14T06:32:31.618574+00:00,2026-08-14T06:32:35.618862+00:00,4.0,5,0.5085,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.5; PCS DC current and BMS current mismatch: 51.5,0.6,2.3,51.5,5.5,3.0,1.4,0.0,0.0
105,external_ems_2,bess_2,warning,2026-08-14T06:37:10.618580+00:00,2026-08-14T06:37:13.618582+00:00,3.0,4,0.4939,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 50.8,0.4,0.9,50.8,4.0,2.0,1.3,0.0,0.0
106,external_ems_2,bess_2,warning,2026-08-14T06:39:04.618562+00:00,2026-08-14T06:39:07.629112+00:00,3.011,4,0.402,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 44.9,0.8,1.6,44.9,5.4,2.0,1.3,0.0,0.0
107,external_ems_2,bess_2,warning,2026-08-14T07:08:47.618576+00:00,2026-08-14T07:08:50.618576+00:00,3.0,4,0.3768,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 43.5,2.0,4.0,43.5,4.4,3.0,1.4,0.0,0.0
108,external_ems_2,bess_2,warning,2026-08-14T07:10:47.618577+00:00,2026-08-14T07:10:50.630306+00:00,3.012,4,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.8; PCS DC current and BMS current mismatch: 74.6,0.4,2.0,74.6,6.8,4.0,1.5,0.0,0.0
109,external_ems_2,bess_2,warning,2026-08-14T07:12:41.618559+00:00,2026-08-14T07:12:44.618596+00:00,3.0,4,0.3688,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 43.0,0.2,2.1,43.0,4.6,5.0,1.5,0.0,0.0
110,external_ems_2,bess_2,warning,2026-08-14T07:14:46.618597+00:00,2026-08-14T07:14:47.629900+00:00,1.011,2,0.5947,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.6; PCS DC current and BMS current mismatch: 56.4,0.4,1.9,56.4,6.6,6.0,1.5,0.0,0.0
111,external_ems_1,bess_1,warning,2026-08-14T05:28:21.618634+00:00,2026-08-14T05:28:26.618636+00:00,5.0,6,0.4637,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 14.5; PCS DC current and BMS current mismatch: 46.6,0.7,14.5,48.3,0.7,6.0,2.0,0.0,0.0
112,external_ems_2,bess_2,warning,2026-08-14T07:22:33.629171+00:00,2026-08-14T07:22:39.618802+00:00,5.99,7,0.6635,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;bms_cell_voltage_spread,BMS cell voltage spread high: 10.0; PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 60.4,0.4,0.7,60.4,6.5,10.0,1.5,0.0,0.0
113,external_ems_2,bess_2,warning,2026-08-14T08:02:54.618586+00:00,2026-08-14T08:02:55.630132+00:00,1.012,2,0.5479,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 54.0,3.8,2.2,54.0,5.4,2.0,1.4,0.0,0.0
114,external_ems_2,bess_2,warning,2026-08-14T08:06:48.618574+00:00,2026-08-14T08:06:53.618731+00:00,5.0,6,0.6634,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.2; PCS DC current and BMS current mismatch: 82.5,0.3,0.7,82.5,8.2,2.0,1.5,0.0,0.0
115,external_ems_1,bess_1,warning,2026-08-14T07:45:53.618580+00:00,2026-08-14T07:45:58.618697+00:00,5.0,6,0.3515,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 18.7,18.7,0.2,0.2,2.8,1.0,2.0,0.0,0.0
116,external_ems_2,bess_2,warning,2026-08-14T09:55:30.618580+00:00,2026-08-14T09:55:31.629100+00:00,1.011,2,0.4281,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.7,3.9,1.3,46.7,2.9,1.0,1.5,0.0,0.0
117,external_ems_2,bess_2,warning,2026-08-14T10:11:32.618573+00:00,2026-08-14T10:11:33.629275+00:00,1.011,2,0.6614,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.9; PCS DC current and BMS current mismatch: 73.6,0.3,3.0,73.6,7.9,1.0,1.4,0.0,0.0
118,external_ems_2,bess_2,warning,2026-08-14T10:13:25.618582+00:00,2026-08-14T10:13:26.618568+00:00,1.0,2,0.3576,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.3,0.9,0.3,42.3,4.7,2.0,1.5,0.0,0.0
119,external_ems_1,bess_1,warning,2026-08-14T10:09:47.618663+00:00,2026-08-14T10:09:47.618663+00:00,0.0,1,0.4079,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 20.9,20.9,0.2,0.2,2.7,1.0,2.0,0.0,0.0
120,external_ems_2,bess_2,warning,2026-08-14T10:15:21.618700+00:00,2026-08-14T10:15:24.618558+00:00,3.0,4,0.4554,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 48.4,0.6,2.6,48.4,4.6,2.0,1.5,0.0,0.0
121,external_ems_2,bess_2,warning,2026-08-14T11:22:10.619319+00:00,2026-08-14T11:22:10.619319+00:00,0.0,1,0.3643,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.2,19.2,0.4,8.3,0.5,1.0,1.5,0.0,0.0
122,external_ems_2,bess_2,warning,2026-08-14T11:25:27.628918+00:00,2026-08-14T11:25:32.629309+00:00,5.0,6,0.4287,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 21.5,21.5,2.5,25.2,2.4,2.0,1.5,0.0,0.0
123,external_ems_1,bess_1,warning,2026-08-14T11:07:31.629536+00:00,2026-08-14T11:07:31.629536+00:00,0.0,1,0.4028,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 20.7,20.7,0.2,0.1,2.9,1.0,2.2,0.0,0.0
124,external_ems_2,bess_2,warning,2026-08-14T12:23:36.629265+00:00,2026-08-14T12:23:41.629594+00:00,5.0,6,0.364,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.7,0.6,1.9,42.7,3.7,1.0,1.5,0.0,0.0
125,external_ems_2,bess_2,warning,2026-08-14T20:35:05.618586+00:00,2026-08-14T20:35:10.618983+00:00,5.0,6,0.5241,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 29.6,2.2,29.6,30.6,2.8,8.0,0.9,0.0,0.0
126,external_ems_2,bess_2,warning,2026-08-14T23:01:09.618566+00:00,2026-08-14T23:01:09.618566+00:00,0.0,1,0.3777,pcs_phase_current_imbalance,PCS phase current imbalance high: 23.9,0.3,23.9,2.0,0.7,1.0,0.9,0.0,0.0
127,external_ems_2,bess_2,warning,2026-08-15T03:14:26.618583+00:00,2026-08-15T03:14:27.628788+00:00,1.01,2,0.6455,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 62.2,0.3,1.6,62.2,5.6,3.0,0.9,0.0,0.0
128,external_ems_2,bess_2,warning,2026-08-15T03:16:21.619617+00:00,2026-08-15T03:16:56.618684+00:00,34.999,9,0.6517,pcs_bms_current_mismatch;pcs_phase_voltage_imbalance;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 18.1; PCS DC current and BMS current mismatch: 41.2,18.1,0.9,60.4,6.5,2.0,0.8,0.0,0.0
129,external_ems_2,bess_2,warning,2026-08-15T03:20:16.618612+00:00,2026-08-15T03:20:19.618589+00:00,3.0,4,0.3544,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.1,0.4,0.1,42.1,3.1,2.0,0.8,0.0,0.0
130,external_ems_2,bess_2,warning,2026-08-15T03:35:58.629581+00:00,2026-08-15T03:35:59.618574+00:00,0.989,2,0.5019,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 51.0,0.6,1.6,51.0,5.7,2.0,0.9,0.0,0.0
131,external_ems_2,bess_2,warning,2026-08-15T03:37:58.628662+00:00,2026-08-15T03:37:59.618593+00:00,0.99,2,0.6517,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 63.5,0.2,2.1,63.5,6.5,3.0,0.9,0.0,0.0
132,external_ems_2,bess_2,warning,2026-08-15T03:39:58.628765+00:00,2026-08-15T03:40:00.618581+00:00,1.99,3,0.6176,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.5; PCS DC current and BMS current mismatch: 58.3,0.5,1.9,58.3,5.5,3.0,0.9,0.0,0.0
133,external_ems_2,bess_2,warning,2026-08-15T03:43:53.629402+00:00,2026-08-15T03:43:59.618578+00:00,5.989,7,0.6082,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.0; PCS DC current and BMS current mismatch: 57.5,0.4,1.0,57.5,6.0,1.0,0.9,0.0,0.0
134,external_ems_2,bess_2,warning,2026-08-15T03:45:49.619324+00:00,2026-08-15T03:45:55.618569+00:00,5.999,7,0.6703,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.2; PCS DC current and BMS current mismatch: 55.0,0.4,2.2,89.4,9.2,2.0,0.9,0.0,0.0
135,external_ems_2,bess_2,warning,2026-08-15T03:47:48.629710+00:00,2026-08-15T03:47:53.618570+00:00,4.989,6,0.6566,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 63.6,0.5,0.3,66.7,7.2,1.0,0.8,0.0,0.0
136,external_ems_2,bess_2,warning,2026-08-15T03:49:43.618602+00:00,2026-08-15T03:49:53.629523+00:00,10.011,9,0.4696,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.2; PCS DC current and BMS current mismatch: 49.2,0.8,1.7,49.2,5.2,2.0,0.8,0.0,0.0
137,external_ems_2,bess_2,warning,2026-08-15T03:57:36.618590+00:00,2026-08-15T03:57:37.618595+00:00,1.0,2,0.6703,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 6.2; PCS DC voltage and BMS voltage mismatch: 8.9; PCS DC current and BMS current mismatch: 82.3,6.2,7.4,82.3,8.9,1.0,0.9,0.0,0.0
138,external_ems_2,bess_2,warning,2026-08-15T03:59:31.618582+00:00,2026-08-15T03:59:36.629012+00:00,5.01,6,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 59.8,1.8,7.1,65.4,6.8,2.0,0.9,0.0,0.0
139,external_ems_2,bess_2,warning,2026-08-15T04:01:34.618605+00:00,2026-08-15T04:01:37.618567+00:00,3.0,4,0.5828,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 56.0,1.5,3.9,56.0,5.8,1.0,1.0,0.0,0.0
140,external_ems_2,bess_2,warning,2026-08-15T04:03:33.618581+00:00,2026-08-15T04:03:34.629883+00:00,1.011,2,0.6662,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.6; PCS DC current and BMS current mismatch: 79.2,0.4,2.0,79.2,8.6,2.0,1.0,0.0,0.0
141,external_ems_2,bess_2,warning,2026-08-15T04:05:27.629226+00:00,2026-08-15T04:05:32.629004+00:00,5.0,6,0.495,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.1; PCS DC current and BMS current mismatch: 50.4,0.6,0.8,50.4,6.1,2.0,1.0,0.0,0.0
142,external_ems_2,bess_2,warning,2026-08-15T04:07:28.630249+00:00,2026-08-15T04:07:29.619774+00:00,0.99,2,0.6662,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.6; PCS DC current and BMS current mismatch: 79.9,0.8,2.9,79.9,8.6,2.0,1.0,0.0,0.0
143,external_ems_2,bess_2,warning,2026-08-15T04:13:16.618642+00:00,2026-08-15T04:13:22.619169+00:00,6.001,7,0.5697,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 45.1,0.1,0.5,55.1,6.0,2.0,1.0,0.0,0.0
144,external_ems_2,bess_2,warning,2026-08-15T04:15:12.618571+00:00,2026-08-15T04:15:22.618565+00:00,10.0,9,0.6448,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 43.3,0.5,0.9,67.6,5.5,2.0,1.0,0.0,0.0
145,external_ems_2,bess_2,warning,2026-08-15T04:17:11.629670+00:00,2026-08-15T04:17:19.629684+00:00,8.0,4,0.6148,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 42.6,0.4,1.6,57.7,6.5,2.0,1.0,0.0,0.0
146,external_ems_2,bess_2,warning,2026-08-15T04:19:12.618580+00:00,2026-08-15T04:19:17.618753+00:00,5.0,6,0.6414,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 64.2,0.5,1.5,64.2,2.5,2.0,1.0,0.0,0.0
147,external_ems_2,bess_2,warning,2026-08-15T04:21:12.629106+00:00,2026-08-15T04:21:13.618589+00:00,0.989,2,0.3656,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.8,0.6,1.6,42.8,5.0,2.0,1.0,0.0,0.0
148,external_ems_2,bess_2,warning,2026-08-15T04:25:05.618564+00:00,2026-08-15T04:25:06.628673+00:00,1.01,2,0.3928,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 44.5,0.9,1.6,44.5,4.7,2.0,1.0,0.0,0.0
149,external_ems_2,bess_2,warning,2026-08-15T04:27:01.618570+00:00,2026-08-15T04:27:07.618588+00:00,6.0,7,0.6552,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_current_imbalance,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 43.4,0.4,18.4,63.6,7.0,2.0,1.0,0.0,0.0
150,external_ems_2,bess_2,warning,2026-08-15T04:29:01.619005+00:00,2026-08-15T04:29:04.618662+00:00,3.0,4,0.3934,pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.1,0.5,1.9,11.6,8.1,2.0,1.0,0.0,0.0
151,external_ems_2,bess_2,warning,2026-08-15T04:30:55.618575+00:00,2026-08-15T04:30:58.618562+00:00,3.0,4,0.4174,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 45.9,0.2,1.2,45.9,5.3,2.0,1.0,0.0,0.0
152,external_ems_2,bess_2,warning,2026-08-15T04:31:46.629263+00:00,2026-08-15T04:31:49.629019+00:00,3.0,4,0.5275,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 52.9,0.4,1.2,52.9,5.0,1.0,1.1,0.0,0.0
153,external_ems_2,bess_2,warning,2026-08-15T04:33:44.618658+00:00,2026-08-15T04:33:45.618581+00:00,1.0,2,0.6593,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.6; PCS DC current and BMS current mismatch: 72.0,0.4,1.4,72.0,7.6,2.0,1.1,0.0,0.0
154,external_ems_2,bess_2,warning,2026-08-15T04:35:38.629693+00:00,2026-08-15T04:35:43.628773+00:00,4.999,6,0.6141,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 58.0,0.4,0.7,58.3,4.8,2.0,1.1,0.0,0.0
155,external_ems_2,bess_2,warning,2026-08-15T04:37:34.618577+00:00,2026-08-15T04:37:44.618629+00:00,10.0,9,0.6469,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.3; PCS DC current and BMS current mismatch: 57.4,0.5,1.5,66.2,6.3,2.0,1.1,0.0,0.0
156,external_ems_2,bess_2,warning,2026-08-15T04:43:29.618580+00:00,2026-08-15T04:43:32.618586+00:00,3.0,4,0.3576,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.3,0.6,1.0,42.3,4.9,1.0,1.1,0.0,0.0
157,external_ems_2,bess_2,warning,2026-08-15T04:45:29.618760+00:00,2026-08-15T04:45:34.619211+00:00,5.0,6,0.6503,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 45.6,4.3,5.4,61.8,6.3,3.0,1.1,0.0,0.0
158,external_ems_2,bess_2,warning,2026-08-15T04:47:27.618586+00:00,2026-08-15T04:47:32.618583+00:00,5.0,6,0.6648,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.4; PCS DC current and BMS current mismatch: 78.0,1.1,3.1,78.0,8.4,2.0,1.1,0.0,0.0
159,external_ems_2,bess_2,warning,2026-08-15T04:49:23.618560+00:00,2026-08-15T04:49:28.629497+00:00,5.011,6,0.6593,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.6; PCS DC current and BMS current mismatch: 70.5,2.6,2.6,70.5,7.6,1.0,1.2,0.0,0.0
160,external_ems_2,bess_2,warning,2026-08-15T04:51:22.618568+00:00,2026-08-15T04:51:29.618588+00:00,7.0,3,0.5085,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.5; PCS DC current and BMS current mismatch: 51.5,1.3,4.0,51.5,5.5,3.0,1.2,0.0,0.0
161,external_ems_2,bess_2,warning,2026-08-15T04:53:22.619117+00:00,2026-08-15T04:53:27.618582+00:00,4.999,6,0.6205,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 58.7,0.4,0.6,58.7,2.3,1.0,1.2,0.0,0.0
162,external_ems_2,bess_2,warning,2026-08-15T04:55:22.628678+00:00,2026-08-15T04:55:22.628678+00:00,0.0,1,0.3669,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.3,19.3,4.3,7.4,1.0,2.0,1.3,0.0,0.0
163,external_ems_2,bess_2,warning,2026-08-15T04:57:18.618570+00:00,2026-08-15T04:57:22.618788+00:00,4.0,5,0.356,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.2,1.7,4.9,42.2,3.9,1.0,1.3,0.0,0.0
164,external_ems_2,bess_2,warning,2026-08-15T05:01:04.618568+00:00,2026-08-15T05:01:04.618568+00:00,0.0,1,0.4418,pcs_phase_current_imbalance,PCS phase current imbalance high: 26.6,1.6,26.6,4.4,0.9,2.0,1.3,0.0,0.0
165,external_ems_2,bess_2,warning,2026-08-15T05:05:30.618660+00:00,2026-08-15T05:05:31.629562+00:00,1.011,2,0.5131,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 51.7,0.4,1.6,51.7,5.7,1.0,1.3,0.0,0.0
166,external_ems_2,bess_2,warning,2026-08-15T05:07:30.629633+00:00,2026-08-15T05:07:31.618860+00:00,0.989,2,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 65.5,0.4,1.6,65.5,6.9,3.0,1.3,0.0,0.0
167,external_ems_1,bess_1,warning,2026-08-14T12:29:28.618567+00:00,2026-08-14T12:29:28.618567+00:00,0.0,1,0.3797,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.8,19.8,0.2,0.0,2.6,1.0,2.0,0.0,0.0
168,external_ems_2,bess_2,warning,2026-08-15T05:09:19.618572+00:00,2026-08-15T05:09:29.618555+00:00,10.0,9,0.6004,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 56.8,0.4,3.4,57.1,5.9,1.0,1.3,0.0,0.0
169,external_ems_2,bess_2,warning,2026-08-15T05:17:18.618587+00:00,2026-08-15T05:17:19.630025+00:00,1.011,2,0.6621,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.0; PCS DC current and BMS current mismatch: 75.5,0.2,2.2,75.5,8.0,2.0,1.3,0.0,0.0
170,external_ems_2,bess_2,warning,2026-08-15T05:19:13.619068+00:00,2026-08-15T05:19:17.619256+00:00,4.0,5,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 55.7,0.1,0.4,62.2,6.9,2.0,1.3,0.0,0.0
